Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,Path
1,com.beardedhen.androidbootstrap.utils,AutoResizeTextView,14,0,23,16,214,38,0,0,0.08695652173913042,1,2,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
1,com.beardedhen.androidbootstrap.utils,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
2,com.beardedhen.androidbootstrap.utils,AutoResizeTextView,14,0,23,16,214,38,0,0,0.08695652173913042,1,2,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
2,com.beardedhen.androidbootstrap.utils,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
3,com.beardedhen.androidbootstrap.utils,AutoResizeTextView,14,0,23,16,210,38,0,0,0.08695652173913042,1,2,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
3,com.beardedhen.androidbootstrap.utils,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
4,com.beardedhen.androidbootstrap.utils,AutoResizeTextView,14,0,23,16,210,38,0,0,0.08695652173913042,1,2,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
4,com.beardedhen.androidbootstrap.utils,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
5,com.beardedhen.androidbootstrap.utils,AutoResizeTextView,14,0,23,16,210,38,0,0,0.08695652173913042,1,2,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
5,com.beardedhen.androidbootstrap.utils,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/Android-Bootstrap/AndroidBootstrap-src-com-beardedhen-androidbootstrap-utils-AutoResizeTextView
1,org.sil.bloom.reader,IOUtilities,9,7,31,28,362,73,0,0,0.3870967741935484,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
10,org.sil.bloom.reader,IOUtilities,8,6,30,27,352,71,0,0,0.4,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
11,org.sil.bloom.reader,IOUtilities,4,3,28,25,256,50,0,0,0.4642857142857143,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
12,org.sil.bloom.reader,IOUtilities,4,3,28,25,252,50,0,0,0.4642857142857143,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
13,org.sil.bloom.reader,IOUtilities,4,3,27,24,249,49,0,0,0.4444444444444444,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
14,org.sil.bloom.reader,IOUtilities,3,2,27,24,248,49,0,0,0.4814814814814815,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
15,org.sil.bloom.reader,IOUtilities,3,2,26,23,244,48,0,0,0.4615384615384616,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
16,org.sil.bloom.reader,IOUtilities,3,2,27,24,258,52,0,0,0.4814814814814815,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
17,org.sil.bloom.reader,IOUtilities,3,2,27,24,250,50,0,0,0.4814814814814815,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
18,org.sil.bloom.reader,IOUtilities,3,2,22,22,221,38,0,0,0.5454545454545454,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
19,org.sil.bloom.reader,IOUtilities,2,1,22,22,220,38,0,0,0.5454545454545454,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
2,org.sil.bloom.reader,IOUtilities,9,7,31,28,362,73,0,0,0.3870967741935484,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
20,org.sil.bloom.reader,IOUtilities,2,1,21,21,195,35,0,0,0.5238095238095238,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
21,org.sil.bloom.reader,IOUtilities,3,2,23,23,243,42,0,0,0.5217391304347826,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
22,org.sil.bloom.reader,IOUtilities,2,1,23,23,242,42,0,0,0.5217391304347826,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
23,org.sil.bloom.reader,IOUtilities,2,1,23,23,222,40,0,0,0.5217391304347826,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
24,org.sil.bloom.reader,IOUtilities,0,0,17,17,168,30,0,0,-1.0,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
25,org.sil.bloom.reader,IOUtilities,0,0,12,12,139,24,0,0,-1.0,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
26,org.sil.bloom.reader,IOUtilities,0,0,10,10,123,22,0,0,-1.0,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
27,org.sil.bloom.reader,IOUtilities,0,0,9,9,97,20,0,0,-1.0,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
28,org.sil.bloom.reader,IOUtilities,0,0,8,8,91,18,0,0,-1.0,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
3,org.sil.bloom.reader,IOUtilities,9,7,31,28,362,73,0,0,0.3870967741935484,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
4,org.sil.bloom.reader,IOUtilities,9,7,31,28,362,73,0,0,0.3870967741935484,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
5,org.sil.bloom.reader,IOUtilities,9,7,31,28,361,73,0,0,0.3870967741935484,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
6,org.sil.bloom.reader,IOUtilities,9,7,30,27,353,71,0,0,0.4,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
7,org.sil.bloom.reader,IOUtilities,9,7,30,27,353,71,0,0,0.4,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
8,org.sil.bloom.reader,IOUtilities,8,6,30,27,352,71,0,0,0.4,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
9,org.sil.bloom.reader,IOUtilities,9,7,30,27,353,71,0,0,0.4,1,1,file-data/BloomReader/app-src-main-java-org-sil-bloom-reader-IOUtilities
1,dev.aura.bungeechat.util,FileUtils,0,0,10,5,100,23,0,0,-1.0,1,1,file-data/BungeeChat2/src-main-java-dev-aura-bungeechat-util-FileUtils
2,dev.aura.bungeechat.util,FileUtils,0,0,10,5,100,23,0,0,-1.0,1,1,file-data/BungeeChat2/src-main-java-dev-aura-bungeechat-util-FileUtils
3,dev.aura.bungeechat.util,FileUtils,0,0,10,5,99,23,0,0,-1.0,1,1,file-data/BungeeChat2/src-main-java-dev-aura-bungeechat-util-FileUtils
4,dev.aura.bungeechat.util,FileUtils,0,0,10,5,99,23,0,0,-1.0,1,1,file-data/BungeeChat2/src-main-java-dev-aura-bungeechat-util-FileUtils
5,dev.aura.bungeechat.util,FileUtils,0,0,10,5,99,23,0,0,-1.0,1,1,file-data/BungeeChat2/src-main-java-dev-aura-bungeechat-util-FileUtils
6,dev.aura.bungeechat.util,FileUtils,0,0,9,4,96,22,0,0,-1.0,1,1,file-data/BungeeChat2/src-main-java-dev-aura-bungeechat-util-FileUtils
1,com.carlosefonseca.common.widgets,AutoResizeTextView,17,0,34,25,295,65,0,0,0.1176470588235294,1,3,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
1,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
1,com.carlosefonseca.common.widgets,OnSizeCalculated,0,0,1,0,3,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
2,com.carlosefonseca.common.widgets,AutoResizeTextView,17,0,34,25,296,65,0,0,0.1176470588235294,1,3,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
2,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
2,com.carlosefonseca.common.widgets,OnSizeCalculated,0,0,1,0,3,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
3,com.carlosefonseca.common.widgets,AutoResizeTextView,16,0,31,22,278,60,0,0,0.12903225806451613,1,3,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
3,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
3,com.carlosefonseca.common.widgets,OnSizeCalculated,0,0,1,0,3,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
4,com.carlosefonseca.common.widgets,AutoResizeTextView,16,0,30,21,274,59,0,0,0.1,1,3,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
4,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
4,com.carlosefonseca.common.widgets,OnSizeCalculated,0,0,1,0,3,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
5,com.carlosefonseca.common.widgets,AutoResizeTextView,16,0,30,21,270,54,0,0,0.1,1,3,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
5,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
5,com.carlosefonseca.common.widgets,OnSizeCalculated,0,0,1,0,3,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
6,com.carlosefonseca.common.widgets,AutoResizeTextView,15,0,24,16,224,40,0,0,0.08333333333333333,1,2,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
6,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
7,com.carlosefonseca.common.widgets,AutoResizeTextView,15,0,23,15,218,39,0,0,0.08695652173913042,1,2,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
7,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
8,com.carlosefonseca.common.widgets,AutoResizeTextView,15,0,23,15,218,39,0,0,0.08695652173913042,1,2,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
8,com.carlosefonseca.common.widgets,SizeTester,0,0,1,1,8,1,0,0,-1.0,1,0,file-data/CEFCommon/src-main-java-com-carlosefonseca-common-widgets-AutoResizeTextView
1,com.castoffline.castActivity,CustomVideoView,1,0,10,7,38,13,0,0,0.7,0,1,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
1,com.castoffline.castActivity,PlayPauseListener,0,0,3,0,5,3,0,0,-1.0,1,0,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
2,com.castoffline.castActivity,CustomVideoView,1,0,10,7,38,13,0,0,0.7,0,1,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
2,com.castoffline.castActivity,PlayPauseListener,0,0,3,0,5,3,0,0,-1.0,1,0,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
3,com.castoffline.castActivity,CustomVideoView,1,0,9,7,33,11,0,0,0.7777777777777778,0,1,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
3,com.castoffline.castActivity,PlayPauseListener,0,0,2,0,4,2,0,0,-1.0,1,0,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
4,com.castoffline.castActivity,CustomVideoView,1,0,9,7,33,11,0,0,0.7777777777777778,0,1,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
4,com.castoffline.castActivity,PlayPauseListener,0,0,2,0,4,2,0,0,-1.0,1,0,file-data/CastOffline/src-com-castoffline-castActivity-CustomVideoView
1,lib.JavaMail,JavaMail,4,0,6,4,101,9,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
10,lib.JavaMail,JavaMail,0,0,0,0,5,0,0,0,-1.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
2,lib.JavaMail,JavaMail,4,0,6,4,100,8,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
3,lib.JavaMail,JavaMail,3,0,6,4,97,7,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
4,lib.JavaMail,JavaMail,3,0,6,4,98,7,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
5,lib.JavaMail,JavaMail,3,0,5,4,83,7,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
6,lib.JavaMail,JavaMail,3,0,6,4,113,13,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
7,lib.JavaMail,JavaMail,3,0,5,4,92,7,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
8,lib.JavaMail,JavaMail,3,0,4,3,64,5,0,0,0.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
9,lib.JavaMail,JavaMail,0,0,2,1,37,2,0,0,-1.0,0,0,file-data/CheckMyMail/src-lib-JavaMail-JavaMail
1,com.codename1.impl.android,InPlaceEditView,71,4,112,64,1401,345,0,0,0.17857142857142858,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
1,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,InPlaceEditView,69,4,107,60,1335,330,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
10,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,InPlaceEditView,69,4,107,60,1335,330,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
11,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,InPlaceEditView,69,4,107,60,1335,330,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
12,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,InPlaceEditView,71,4,107,60,1336,327,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
13,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,InPlaceEditView,71,4,107,60,1336,327,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
14,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,InPlaceEditView,71,4,107,60,1336,327,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,EditView,8,0,11,10,121,26,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
15,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,InPlaceEditView,69,4,107,60,1323,325,0,0,0.16822429906542055,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,EditView,8,0,11,10,112,24,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
16,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,InPlaceEditView,69,4,109,62,1347,332,0,0,0.1651376146788991,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,TextChange,3,0,0,0,5,0,0,0,-1.0,2,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,EditView,8,0,11,10,112,24,0,0,0.3636363636363637,0,2,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,MyPasswordTransformationMethod,1,0,5,5,20,5,0,0,0.6,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,PasswordCharSequence,1,0,4,4,15,4,0,0,0.5,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
17,com.codename1.impl.android,ResetableTextWatcher,0,0,1,1,3,1,0,0,-1.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
18,com.codename1.impl.android,InPlaceEditView,69,4,109,62,1347,332,0,0,0.1651376146788991,2,3,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
18,com.codename1.impl.android,TextAreaData,22,0,14,0,91,15,0,0,0.0,1,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
18,com.codename1.impl.android,DebugResultReceiver,2,0,2,1,15,2,0,0,0.0,0,0,file-data/CodenameOne/Ports-Android-src-com-codename1-impl-android-InPlaceEditView
